date,ip,attack_type,threat_theme,threat_level,is_malicious,abuseip_score,usage_type,abuseip_categories,abuseip_distinct_users,abuseip_last_reported,country,asn,isp,infra_owner
29-08-25,193.239.86.146,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Hong Kong,AS9009,M247,M247
22-04-26,9.9.9.10,none,verified_service,0,0,1,Data Center/Web Hosting/Transit,14,1,2026-03-29T01:18:29+00:00,United States,AS19281,Quad9,Quad9
22-04-26,13.104.192.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,162.158.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,14,1,2026-04-13T22:00:16+00:00,Australia,AS13335,Cloudflare,Cloudflare
29-08-25,146.70.79.81,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Hong Kong,AS9009,M247,M247
22-04-26,82.65.2.91,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,France,AS12322,Proxad / Free SAS,ProXad / Free
22-04-26,80.80.44.129,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Bosnia And Herzegovina,AS42560,Kablovska telvezija HS d.o.o Sarajevo,Unknown
22-04-26,120.232.236.0,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,China,AS56040,China Mobile,Amazon
22-04-26,13.244.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Africa,AS16509,Amazon,Amazon
22-04-26,104.24.0.0,none,verified_service,0,0,0,Content Delivery Network,No_Reports,0,Never_Reported,Canada,AS13335,Cloudflare,Cloudflare
22-04-26,104.47.200.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,102.213.92.6,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Kenya,AS329183,Flink,FLINK
22-04-26,66.249.78.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS15169,Google,Google
01-02-26,146.0.41.233,espionage,mobile_devices,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,AS24961,WIIT AG,Myloc De Steffenruehl
22-04-26,52.112.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
29-08-25,45.59.118.136,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United Arab Emirates,AS14956,RouterHosting,FranTech
22-04-26,89.190.36.18,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Czech Republic,AS210139,DPT s.r.o,Datonet
22-04-26,108.166.248.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS16509,Amazon,Amazon
22-04-26,1.0.148.100,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,102.133.112.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Africa,AS8075,Microsoft,Microsoft
22-04-26,1.178.100.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS16509,Amazon,Amazon
22-04-26,110.238.2.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS16509,Amazon,Amazon
22-04-26,102.133.248.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Africa,AS8075,Microsoft,Microsoft
22-04-26,1.4.168.191,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,72.14.187.108,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS63949,Akamai,Linode
22-04-26,41.57.104.190,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Kenya,AS36866,Jamii,FAIBA
29-08-25,104.194.129.137,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United Kingdom,AS198983,FranTech,RouterHosting
29-08-25,45.61.132.125,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-02-13T13:53:09+00:00,United States,AS14956,RouterHosting,FranTech
22-04-26,102.37.16.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Africa,AS8075,Microsoft,Microsoft
29-08-25,104.194.150.26,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS198983,FranTech,RouterHosting
29-08-25,45.61.133.77,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS14956,RouterHosting,FranTech
22-04-26,104.47.240.215,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,1.0.152.120,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2021-06-22T15:09:20+00:00,Thailand,AS23969,TOT,TOT
22-04-26,104.46.224.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Japan,AS8075,Microsoft,Microsoft
22-04-26,85.17.17.65,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Netherlands,AS60781,LeaseWeb Netherlands B.V,LeaseWeb Netherlands B.V
29-08-25,23.227.196.22,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-01-03T19:14:20+00:00,United States,AS29802,HIVELOCITY,Hivelocity Ventures
22-04-26,1.178.174.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Sweden,AS16509,Amazon,Amazon
22-04-26,104.46.192.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,85.30.235.162,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,AS42610,National,Unknown
22-04-26,13.107.231.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,AS8075,Microsoft,Microsoft
22-04-26,1.0.148.35,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-08-18T03:48:23+00:00,Thailand,AS23969,TOT,TOT
29-08-25,45.61.128.29,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-02-10T20:16:38+00:00,United States,AS14956,RouterHosting,FranTech
22-04-26,5.58.4.85,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2025-06-18T15:22:56+00:00,Ukraine,AS16223,Columbus,Lanet
22-04-26,13.106.57.181,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
06-10-25,185.181.60.11,exploit_delivery,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-11-29T03:48:39+00:00,Norway,AS56655,TERRAHOST,Unknown
22-04-26,100.48.0.0,none,verified_service,0,0,1,Data Center/Web Hosting/Transit,14,1,2026-04-11T17:00:28+00:00,United States,AS14618,Amazon,Amazon
22-04-26,1.0.136.32,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,5.50.203.180,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,France,AS5410,Bouygues,Bouygues
22-04-26,187.103.232.67,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Brazil,AS28283,Adylnet,Adylnet
22-04-26,1.0.138.176,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
18-02-26,212.111.89.17,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Netherlands,AS216071,Servers Fzco,Servers Fzco
22-04-26,13.107.136.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,131.253.33.215,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8068,Microsoft,Microsoft
22-04-26,81.169.245.149,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-10-28T05:18:25+00:00,Germany,AS6724,Strato AG,Strato AG
22-04-26,1.0.156.182,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,162.159.50.27,none,verified_service,0,0,0,Content Delivery Network,No_Reports,0,Never_Reported,Canada,AS13335,Cloudflare,Cloudflare
22-04-26,66.249.79.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS15169,Google,Google
22-04-26,32.236.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Australia,AS16509,Amazon,Amazon
22-04-26,80.107.225.144,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Greece,AS6799,Ote (Hellenic Organisation,Ote (Hellenic Organisation
22-04-26,111.221.28.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,China,AS59067,Microsoft,Microsoft
22-04-26,1.0.136.199,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2025-11-10T17:10:05+00:00,Thailand,AS23969,TOT,TOT
22-04-26,1.0.156.228,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-02-22T06:03:43+00:00,Thailand,AS23969,TOT,TOT
22-04-26,1.0.155.230,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
18-02-26,194.59.31.157,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-04-09T04:07:26+00:00,France,AS399486,12651980 Canada,Virtuo France
22-04-26,5.138.140.65,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,AS12389,A Yamalo-Nenetsk branch of Uralsvyazinform Autonomus,Dynamic distribution IPs for
22-04-26,35.229.24.185,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-07-18T21:51:21+00:00,United States,AS396982,Google,Google
22-04-26,1.178.64.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Japan,AS16509,Amazon,Amazon
22-04-26,66.249.76.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS15169,Google,Google
22-04-26,13.104.248.32,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,13.107.128.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8068,Microsoft,Microsoft
22-04-26,1.0.136.23,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-08-01T03:36:45+00:00,Thailand,AS23969,TOT,TOT
12-05-25,138.68.61.82,exploit_delivery,general_threat,2,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2022-10-27T11:14:13+00:00,United States,AS14061,DigitalOcean,DigitalOcean
29-10-25,23.27.202.27,ransomware,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS149440,Ace II,Evoxt
29-08-25,104.194.154.222,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,AS14956,RouterHosting,FranTech
22-04-26,94.205.212.140,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United Arab Emirates,AS15802,Emirates Integrated,Emirates Integrated
22-04-26,56.1.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Brazil,AS16509,Amazon,Amazon
22-04-26,13.105.66.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,AS8075,Microsoft,Microsoft
22-04-26,115.98.129.153,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,India,AS17488,Hathway IP over Access,Hathway and Datacom
22-04-26,13.107.37.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,AS8075,Microsoft,Microsoft
22-04-26,84.79.227.152,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2020-12-29T20:51:00+00:00,Spain,AS12479,YIF,Unknown
22-04-26,37.29.36.112,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-10-04T09:07:44+00:00,Russia,AS25159,MegaFon,Unknown
22-04-26,45.225.123.175,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Brazil,AS266935,Centrosulnet Informatica Eireli,TOP NET SERVIÇOS
22-04-26,190.210.25.157,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Argentina,AS16814,NSS S.A,NSS S.A
22-04-26,102.133.96.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Africa,AS8075,Microsoft,Microsoft
29-08-25,63.245.1.13,espionage,general_threat,1,1,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,AS23520,Columbus,Columbus
22-04-26,104.255.56.12,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS16509,Amazon,Amazon
22-04-26,1.0.136.150,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-02-24T06:29:03+00:00,Thailand,AS23969,TOT,TOT
22-04-26,13.106.54.19,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,1.0.153.60,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2021-12-24T18:38:07+00:00,Thailand,AS23969,TOT,TOT
22-04-26,104.44.128.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,78.29.12.72,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,AS8369,Intersvyaz-2,Intersvyaz-2
22-04-26,1.0.141.163,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,34.101.50.144,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Indonesia,AS396982,Google,Google
22-04-26,102.37.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Africa,AS8075,Microsoft,Microsoft
22-04-26,125.212.237.1,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Vietnam,AS38731,Vietel - CHT Compamy,Viettel
22-04-26,34.176.130.16,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-12-22T18:49:21+00:00,Chile,AS396982,Google,Google
22-04-26,1.0.145.170,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,73.82.172.106,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,AS7922,Comcast,Comcast
22-04-26,1.0.146.163,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,1.178.16.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Bahrain,Unknown_ASN,Amazon,Amazon
22-04-26,35.247.243.240,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,"14,15,19,20,21,22",4,2026-03-04T13:02:02+00:00,Brazil,AS396982,Google,Google
22-04-26,174.50.214.17,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,AS7922,Comcast,Comcast
29-08-25,45.61.149.200,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-02-27T08:27:49+00:00,United States,AS14956,RouterHosting,FranTech
18-02-26,91.92.243.47,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-10-25T20:31:49+00:00,United States,AS202412,Omegatech,Omegatech
19-02-26,185.141.216.76,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,AS26832,Rica Web,Moula World
22-04-26,81.176.226.66,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Russia,AS8342,RTCOMM,In-Solve/1Gb.ru
29-08-25,45.61.133.61,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS14956,RouterHosting,FranTech
29-08-25,14.143.247.202,espionage,general_threat,1,1,0,Fixed Line ISP,No_Reports,0,Never_Reported,India,AS4755,Tata,Tata
22-04-26,13.107.9.192,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8068,Microsoft,Microsoft
22-04-26,62.12.116.181,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Kenya,AS37684,Angani - KE,Unknown
29-08-25,89.117.2.39,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-11-19T15:45:26+00:00,France,AS142036,Hosteons Pte,Hosteons Pte
29-08-25,172.86.80.15,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,AS14956,RouterHosting,FranTech
20-02-26,202.95.17.184,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,AS152194,CTG Server,Rackip Consultancy Pte
22-04-26,205.170.181.146,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,AS209,CenturyLink,CenturyLink
22-04-26,104.255.59.132,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Australia,AS16509,Amazon,Amazon
22-04-26,1.178.4.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS14618,Amazon,Amazon
19-02-26,212.11.64.115,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Switzerland,Unknown_ASN,Global- IT,Global- IT
18-02-26,45.63.98.51,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United Kingdom,AS20473,The Constant,The Constant
22-04-26,2.24.168.20,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Lithuania,Unknown_ASN,EE,Unknown
22-04-26,1.0.153.238,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-09-04T16:19:32+00:00,Thailand,AS23969,TOT,TOT
22-04-26,67.182.56.137,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,AS7922,Comcast,Comcast
22-04-26,1.0.150.90,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2024-06-11T05:49:58+00:00,Thailand,AS23969,TOT,TOT
22-04-26,35.56.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Israel,Unknown_ASN,Amazon,Amazon
22-04-26,1.0.136.114,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-06-13T07:25:42+00:00,Thailand,AS23969,TOT,TOT
22-04-26,1.0.153.66,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-01-10T08:09:30+00:00,Thailand,AS23969,TOT,TOT
22-04-26,104.255.56.60,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS16509,Amazon,Amazon
22-04-26,13.107.238.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,AS8075,Microsoft,Microsoft
22-04-26,1.0.145.168,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,1.0.138.50,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,102.133.240.128,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Africa,AS8075,Microsoft,Microsoft
22-04-26,104.255.59.104,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Indonesia,AS16509,Amazon,Amazon
22-04-26,141.101.64.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,"18,14,22",2,2026-04-14T12:00:16+00:00,Netherlands,AS202623,Cloudflare,Cloudflare
22-04-26,54.237.237.3,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS14618,Amazon,Amazon
22-04-26,1.0.136.214,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-10-09T23:22:24+00:00,Thailand,AS23969,TOT,TOT
18-02-26,159.26.100.129,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2026-02-17T16:16:08+00:00,United States,AS208172,Proton AG,PV-SL-HOSTED-Dallas
22-04-26,78.186.163.250,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Turkey,AS9121,Turk Telekomunikasyon A.S,TurkTelecom
22-04-26,104.46.24.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Hong Kong,AS8075,Microsoft,Microsoft
22-04-26,165.211.21.145,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Cameroon,AS15964,Cameroon,CAMTEL
22-04-26,108.156.0.0,none,verified_service,0,0,0,Content Delivery Network,No_Reports,0,Never_Reported,Italy,AS16509,Amazon,Amazon
22-04-26,93.171.226.55,none,verified_service,0,0,0,Commercial,No_Reports,0,Never_Reported,Uzbekistan,AS204336,Any Mobile,Any Mobile
22-04-26,114.36.126.79,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Taiwan,AS3462,Chunghwa,Chunghwa
22-04-26,104.212.68.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,146.120.66.105,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,AS42518,Unet,Unet
22-04-26,128.203.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,192.178.6.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS15169,Google,Google
22-04-26,86.127.67.242,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Romania,AS8708,RCS & RDS,RCS & RDS Business
22-04-26,13.144.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,AS16509,Amazon,Amazon
22-04-26,13.107.15.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8068,Microsoft,Microsoft
22-04-26,104.255.59.82,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Japan,AS16509,Amazon,Amazon
22-04-26,116.129.226.0,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,China,AS10206,China Unicom,Amazon
22-04-26,102.37.64.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Africa,AS8075,Microsoft,Microsoft
22-04-26,13.152.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Bahrain,AS16509,Amazon,Amazon
19-02-26,85.137.253.64,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,"20,15",1,2026-02-02T18:43:47+00:00,Germany,AS215428,Mykyta Skorobohatko,Mykyta Skorobohatko
22-04-26,86.63.181.75,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Latvia,AS43513,Nano IT,ISP-NETVISION
22-04-26,1.0.154.85,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-03-13T04:24:52+00:00,Thailand,AS23969,TOT,TOT
22-04-26,104.210.64.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Australia,AS8075,Microsoft,Microsoft
22-04-26,13.105.114.192,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,100.24.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,2021-06-29T02:36:19+00:00,United States,AS14618,Amazon,Amazon
22-04-26,74.67.182.48,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,AS11351,Charter,Spectrum
22-04-26,1.0.152.211,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,81.211.78.154,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,AS3216,Vimpelcom,EDN Sovintel
22-04-26,87.66.1.237,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-05-29T07:29:51+00:00,Belgium,AS5432,Proximus,Belgacom
22-04-26,104.153.118.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS16509,Amazon,Amazon
22-04-26,104.255.58.91,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,AS16509,Amazon,Amazon
22-04-26,210.116.119.185,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Korea,AS17881,Inet,Inet
22-04-26,13.224.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,14,1,2026-03-28T12:00:26+00:00,United States,Unknown_ASN,Amazon,Amazon
22-04-26,104.46.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
19-02-26,170.187.144.43,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS63949,Akamai,Linode
22-04-26,13.192.0.0,none,verified_service,0,0,1,Data Center/Web Hosting/Transit,14,1,2026-04-11T17:00:27+00:00,Japan,AS16509,Amazon,Amazon
18-02-26,66.42.111.219,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS20473,The Constant,The Constant
29-08-25,5.181.132.95,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-07-10T14:05:33+00:00,Malaysia,AS55720,Gigabit Sdn Bhd,Gigabit Sdn Bhd
22-04-26,134.209.115.77,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,2022-10-10T17:39:19+00:00,United States,AS14061,DigitalOcean,DigitalOcean
22-04-26,200.3.244.170,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Colombia,AS262191,Columbus,Liberty
